id,source_id,borehole_id,temperature_degC,depth_m,to_bottom
1193,39,125,-3.9706547,387.34177,
1194,39,125,-3.6546276,410.1266,
1195,39,125,-3.3069977999999995,427.8481,
1196,39,125,-3.0857787,454.4304,
1197,39,125,-2.8961625,488.6076,
1198,39,125,-2.6117382,518.98737,
1199,39,125,-2.2325056,530.3797599999999,
1200,39,125,-1.8532732,540.50635,
1201,39,125,-1.5688487,560.7595,
1202,39,126,-12.021363000000001,4.069656,
1203,39,126,-11.002913000000001,6.4132266,
1204,39,126,-10.381821,11.987822999999999,
1205,39,126,-10.317029,22.085854,
1206,39,126,-10.125039,31.529064,
1207,39,126,-9.996539,42.24745,
1208,39,126,-9.868257,51.07031,
1209,39,126,-9.676195,61.145363,
1210,39,126,-9.484060000000001,71.852264,
1211,39,126,-9.339725,81.935936,
1212,39,127,-7.714052000000001,2.6670392000000005,
